Generation,GibberishLevel
1,2.431379144
1,2.385073176
1,2.357775855
1,2.558565299
1,2.005525183
1,2.180297814
1,2.12440631
1,2.320996683
1,2.572074079
1,2.743360269
1,2.019504691
1,2.279158189
1,2.475854095
1,2.474554574
1,2.725622176
1,2.598904944
1,2.492175123
1,2.053740484
1,2.228591368
1,2.603923778
1,2.372290842
1,2.331292044
1,2.575878707
1,1.689465304
1,2.268495225
1,2.161377973
1,2.415874362
1,2.522590556
1,2.268021164
1,2.181165685
1,2.366704114
1,2.327579158
1,2.368033005
1,1.899516361
1,2.237373169
1,2.226953632
1,1.903510381
1,2.129354913
1,2.46148495
1,2.116858104
1,2.197951715
1,2.527370169
1,2.570007663
1,2.558706633
1,2.502418808
1,2.619649991
1,1.83320646
1,2.293350884
1,1.847406201
1,1.87879803
1,2.56332395
1,2.384373884
1,2.543826167
1,1.819676926
1,2.246394307
1,2.354340066
1,2.071796964
1,2.571644077
1,2.72709449
1,1.918609058
1,2.584900236
1,2.522152705
1,2.38254994
1,2.724578479
1,2.60574441
1,2.216075717
1,2.676495465
1,2.208153691
1,2.260784737
1,2.522885293
1,2.534990258
1,2.400481305
1,2.204614595
1,2.564987441
1,2.401924117
1,2.378934423
1,2.264725985
1,2.337006492
1,2.596687756
1,2.477987691
1,2.430773093
1,2.385153679
1,2.53144086
1,2.144667917
1,2.366608359
1,2.304047148
1,2.568007457
1,2.436990351
1,2.320167306
1,2.563505353
1,2.511648448
1,1.689537253
1,2.517971904
1,2.185107041
1,2.375567765
1,2.200838463
1,2.448489034
1,2.098553709
1,2.331367664
1,2.15831214
1,2.286030241
1,2.189969558
1,2.299450375
1,2.270950633
1,1.653911904
1,2.235230454
1,2.415800145
1,2.542301056
1,2.405078367
1,2.259297292
1,2.530030876
1,1.535541246
1,2.732289697
1,2.246045308
1,2.21986748
1,2.096985724
1,2.010010344
1,2.359048531
1,1.984672777
1,2.499322506
1,2.177244776
1,1.681704768
1,2.342384452
1,2.302833778
1,2.480547716
1,2.293574589
1,2.257609348
1,2.611274784
1,2.497862717
1,2.121004304
1,2.431573931
1,2.74389089
1,2.04595777
1,2.258103653
1,1.980863256
1,2.15783305
1,2.320997551
1,2.612875079
1,2.558365205
1,2.60031854
1,2.307112762
1,2.088586781
1,2.212985605
1,2.500980305
1,2.471693507
1,2.062058812
1,2.25763266
1,2.686805893
1,2.383367638
1,2.372110846
1,2.306552707
1,1.96740363
1,2.158750834
1,1.81839112
1,2.34699515
1,2.769922102
1,2.247303956
1,1.990902994
1,2.283123413
1,2.48948
1,1.833903125
1,2.002233092
1,2.400493354
1,2.557095377
1,2.403692108
1,2.169167101
1,2.534575176
1,1.634988688
1,2.576395887
1,2.48203197
1,2.244966164
1,2.478501262
1,2.181985525
1,2.577936878
1,2.552492163
1,2.391631879
1,2.6296868
1,2.400164719
1,2.632361276
1,1.495128161
1,1.829595684
1,2.309069689
1,1.698669867
1,2.32600485
1,2.545098288
1,2.218621819
1,2.428135839
1,1.943033873
1,2.493745493
1,2.424308783
1,2.427670509
1,2.532348855
1,2.489345359
1,2.600310244
1,2.46947385
1,2.40215271
1,2.727777387
1,2.234118545
1,2.143646132
1,2.056141989
1,2.177373508
1,2.344996246
1,1.728417333
1,2.110183576
1,2.53360204
1,2.780702984
1,1.885734092
1,2.267453342
1,2.273296854
1,2.454177198
1,2.040147042
1,2.523335508
1,2.102512277
1,2.16854286
1,2.477981268
1,2.18242193
1,1.991111938
1,2.305789233
1,2.095234853
1,2.482223227
1,2.166063892
1,2.584522168
1,2.129866045
1,2.28325622
1,1.712622787
1,1.993484309
1,2.284590102
1,1.706782179
1,1.964597631
1,2.253549695
1,2.499735901
1,2.260410412
1,1.887592551
1,2.371104221
1,2.345130012
1,2.650165821
1,2.443354589
1,2.379623965
1,2.575003234
1,2.601998505
1,2.027850073
1,2.376410641
1,2.215324262
1,1.96038059
1,2.479601343
1,2.332914297
1,2.49438491
1,2.128822628
1,2.33827693
1,2.74369758
1,2.581518903
1,2.39389154
1,2.482021405
1,2.469166473
1,1.561729187
1,2.270218034
1,1.643914277
1,1.376470182
1,1.88701814
1,2.072647893
1,2.325907288
1,2.680405237
1,2.239604958
1,2.632404352
1,2.35416893
1,2.774868777
1,2.284673864
1,2.583891272
1,2.450896988
1,2.269435456
1,2.152529603
1,2.225170573
1,2.681327568
1,2.366886839
1,2.037168962
1,2.66630173
1,2.202409182
1,2.454553321
1,2.508941961
1,1.7382195
1,2.58421099
1,2.619183306
1,2.702481085
1,2.326265797
1,2.656524666
1,2.483797432
1,2.484398629
1,2.585765255
1,2.156807164
1,2.006080301
1,2.105312923
1,2.026358436
1,2.586126984
1,2.308888013
1,2.304720719
1,2.355714584
1,1.784244079
1,2.25805159
1,2.510924592
1,2.152242275
1,1.874205535
1,2.511380448
1,2.543510349
1,2.579691855
1,2.355207603
1,2.148923194
1,2.145857416
1,2.563447384
1,2.335200373
1,2.46963511
1,2.653542431
1,2.391059729
1,2.460712284
1,2.608249277
1,2.269459683
1,2.311303505
1,2.32739218
1,2.231639969
1,2.74137954
1,2.166774701
1,2.610572058
1,2.156065008
1,2.070302559
1,2.293981717
1,2.533042333
1,2.580922228
1,2.374179889
1,1.925155442
1,1.24388777
1,2.597534158
1,2.281049809
1,2.145445896
1,2.586251933
1,2.739798016
1,2.157532233
1,1.752142372
1,2.238122129
1,2.198843874
1,2.088288567
1,1.748694579
1,2.417641263
1,2.153483392
1,2.542035334
1,2.458530812
1,2.061191952
1,2.677355758
1,2.245489964
1,2.388911969
1,1.977998865
1,2.43773134
1,2.414549928
1,2.581500318
1,2.221393006
1,2.005978819
1,2.537780047
1,2.546273704
1,2.363971595
1,2.257358865
1,2.339260935
